question_id,foi_status,sub5b_answer,sub1_answer,same_answer,question_mode,operator_guess,operator_family,source_dataset,foi,nsvs_indices_empty_count,nsvs_indices_total_arrays,has_entry
1061,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 27]",1,2,True
1062,clean,B,B,True,mc,always_before,always_before,ct,"[2328, 2904]",0,2,True
1063,partial,B,B,True,mc,always_before,always_before,bf,"[105, 480]",1,2,True
1064,partial,C,C,True,mc,until,until,ct,"[360, 1032]",1,2,True
1065,partial,D,D,True,mc,before,before,star,"[0, 23]",1,2,True
1066,bypassed,D,B,False,mc,always_after,always_after,star,[-1],0,0,True
1067,partial,Yes,Yes,True,bool,unknown,unknown,bf,"[0, 691]",1,2,True
1068,bypassed,B,B,True,mc,in_turn_occurs,in_turn_occurs,star,[-1],1,2,True
1069,clean,D,D,True,mc,always_before,always_before,bf,"[136, 313]",0,2,True
1070,bypassed,B,B,True,mc,unknown,unknown,star,[-1],0,0,True
1071,clean,C,A,False,mc,always_before,always_before,bf,"[135, 824]",0,2,True
1072,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
1073,clean,C,C,True,mc,always_before,always_before,bf,"[105, 902]",0,2,True
1074,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1075,bypassed,A,D,False,mc,always_after,always_after,star,[-1],0,0,True
1076,clean,No,No,True,bool,immediately_after,after,ct,"[2136, 3479]",0,2,True
1077,partial,C,C,True,mc,always_after,always_after,ct,"[420, 1140]",1,2,True
1078,partial,D,D,True,mc,always_after,always_after,star,"[0, 45]",1,2,True
1079,clean,A,D,False,mc,in_turn_occurs,in_turn_occurs,ct,"[1380, 1799]",0,2,True
1080,partial,D,D,True,mc,always_after,always_after,ct,"[1290, 2010]",1,2,True
1081,clean,No,No,True,bool,always_before,always_before,ct,"[3697, 4007]",0,2,True
1082,bypassed,C,C,True,mc,always_before,always_before,bf,[-1],0,2,True
1083,clean,A,A,True,mc,always_before,always_before,bf,"[0, 643]",0,2,True
1084,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1085,partial,D,D,True,mc,always_after,always_after,ct,"[1536, 3826]",1,2,True
1086,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[6871, 6989]",1,2,True
1087,clean,A,D,False,mc,always_before,always_before,bf,"[0, 1169]",0,2,True
1088,clean,D,D,True,mc,always_before,always_before,bf,"[0, 313]",0,2,True
1089,bypassed,B,D,False,mc,in_turn_occurs,in_turn_occurs,star,[-1],1,2,True
1090,bypassed,Yes,Yes,True,bool,unknown,unknown,ct,[-1],0,0,True
1091,bypassed,A,D,False,mc,immediately_after,after,agqa,[-1],0,0,True
1092,clean,B,B,True,mc,always_before,always_before,bf,"[2011, 3463]",0,2,True
1093,clean,A,C,False,mc,always_before,always_before,bf,"[225, 630]",0,2,True
1094,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1095,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1096,partial,C,C,True,mc,always_before,always_before,ct,"[3421, 3779]",1,2,True
1097,partial,C,C,True,mc,while,during,star,"[0, 53]",1,2,True
1098,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
1099,bypassed,C,C,True,mc,unknown,unknown,ct,[-1],0,0,True
1100,bypassed,D,D,True,mc,unknown,unknown,ct,[-1],0,0,True
1101,partial,A,A,True,mc,since,since,star,"[0, 36]",1,2,True
1102,partial,A,D,False,mc,always_before,always_before,agqa,"[0, 49]",1,2,True
1103,bypassed,C,C,True,mc,unknown,unknown,agqa,[-1],0,0,True
1104,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[2569, 3551]",0,2,True
1105,clean,Yes,No,False,bool,in_turn_occurs,in_turn_occurs,star,"[0, 27]",0,2,True
1106,clean,A,B,False,mc,always_before,always_before,agqa,"[0, 46]",0,2,True
1107,bypassed,D,D,True,mc,unknown,unknown,star,[-1],0,0,True
1108,partial,B,B,True,mc,always_before,always_before,bf,"[45, 1680]",1,2,True
1109,clean,D,D,True,mc,in_turn_occurs,in_turn_occurs,ct,"[10020, 10919]",0,2,True
1110,partial,B,D,False,mc,in_turn_occurs,in_turn_occurs,agqa,"[0, 13]",1,2,True
1111,clean,C,C,True,mc,always_before,always_before,bf,"[480, 1049]",0,2,True
1112,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1113,bypassed,C,C,True,mc,unknown,unknown,agqa,[-1],0,0,True
1114,bypassed,B,B,True,mc,when,when,star,[-1],0,0,True
1115,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],1,2,True
1116,bypassed,D,D,True,mc,while,during,agqa,[-1],0,0,True
1117,partial,A,A,True,mc,always_before,always_before,ct,"[0, 5309]",1,2,True
1118,partial,D,D,True,mc,unknown,unknown,star,"[0, 48]",1,2,True
1119,bypassed,C,C,True,mc,unknown,unknown,agqa,[-1],0,0,True
1120,clean,B,B,True,mc,always_before,always_before,bf,"[375, 705]",0,2,True
1121,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,ct,"[5431, 7498]",0,2,True
1122,bypassed,C,C,True,mc,since,since,star,[-1],0,0,True
1123,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 51]",1,2,True
1124,partial,No,Yes,False,bool,always_after,always_after,agqa,"[0, 37]",1,2,True
1125,clean,No,Yes,False,bool,after,after,ct,"[2431, 2879]",0,2,True
1126,clean,D,D,True,mc,always_before,always_before,bf,"[2100, 2504]",0,2,True
1127,partial,C,C,True,mc,since,since,star,"[0, 32]",1,2,True
1128,clean,No,No,True,bool,since,since,agqa,"[0, 44]",0,2,True
1129,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,ct,"[9289, 9790]",0,2,True
1130,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,agqa,[-1],1,2,True
1131,partial,D,B,False,mc,always_before,always_before,ct,"[601, 3479]",1,2,True
1132,partial,B,B,True,mc,always_after,always_after,agqa,"[0, 56]",1,2,True
1133,clean,No,No,True,bool,before,before,ct,"[8431, 8909]",0,2,True
1134,partial,A,A,True,mc,always_after,always_after,star,"[0, 46]",1,2,True
1135,partial,C,B,False,mc,always_before,always_before,bf,"[211, 749]",1,2,True
1136,clean,No,No,True,bool,always_before,always_before,agqa,"[0, 49]",0,2,True
1137,clean,Yes,Yes,True,bool,before,before,ct,"[5881, 10918]",0,2,True
1138,partial,A,A,True,mc,always_before,always_before,bf,"[15, 2655]",1,2,True
1139,clean,C,A,False,mc,always_before,always_before,bf,"[0, 300]",0,2,True
1140,bypassed,C,C,True,mc,unknown,unknown,agqa,[-1],0,0,True
1141,clean,D,D,True,mc,always_before,always_before,bf,"[525, 735]",0,2,True
1142,partial,C,C,True,mc,always_before,always_before,ct,"[2071, 3269]",1,2,True
1143,partial,A,A,True,mc,when,when,agqa,"[0, 35]",1,2,True
1144,clean,B,B,True,mc,always_before,always_before,bf,"[0, 330]",0,2,True
1145,partial,A,D,False,mc,after,after,star,"[0, 20]",1,2,True
1146,clean,D,D,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 37]",0,2,True
1147,clean,No,No,True,bool,always_before,always_before,star,"[0, 48]",0,2,True
1148,partial,B,B,True,mc,when,when,star,"[0, 20]",1,2,True
1149,clean,B,B,True,mc,always_before,always_before,bf,"[900, 2279]",0,2,True
1150,bypassed,D,D,True,mc,unknown,unknown,ct,[-1],0,0,True
1151,partial,No,No,True,bool,unknown,unknown,agqa,"[0, 55]",1,2,True
1152,partial,No,No,True,bool,unknown,unknown,agqa,"[0, 0]",1,2,True
1153,partial,C,C,True,mc,immediately_after,after,agqa,"[0, 22]",1,2,True
1154,bypassed,C,C,True,mc,always_before,always_before,bf,[-1],1,2,True
1155,clean,D,D,True,mc,always_before,always_before,bf,"[3795, 4469]",0,2,True
1156,clean,No,No,True,bool,always_before,always_before,agqa,"[0, 65]",0,2,True
1157,partial,C,C,True,mc,after,after,star,"[0, 23]",1,2,True
1158,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1159,bypassed,A,A,True,mc,always_before,always_before,agqa,[-1],0,0,True
1160,bypassed,B,B,True,mc,always_before,always_before,bf,[-1],0,2,True
1161,partial,Yes,No,False,bool,after,after,ct,"[1081, 2189]",1,2,True
1162,bypassed,No,No,True,bool,before,before,agqa,[-1],0,0,True
1163,partial,A,B,False,mc,since,since,agqa,"[0, 58]",1,2,True
1164,partial,Yes,Yes,True,bool,unknown,unknown,bf,"[0, 3870]",1,2,True
1165,clean,No,No,True,bool,always_after,always_after,bf,"[0, 691]",0,2,True
1166,clean,D,D,True,mc,always_before,always_before,bf,"[585, 765]",0,2,True
1167,clean,No,No,True,bool,until,until,ct,"[2911, 3389]",0,2,True
1168,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
1169,clean,D,D,True,mc,always_before,always_before,bf,"[210, 524]",0,2,True
1170,partial,A,A,True,mc,always_before,always_before,star,"[0, 19]",1,2,True
1171,partial,A,A,True,mc,before,before,ct,"[4980, 5160]",1,2,True
1172,partial,D,D,True,mc,before,before,ct,"[0, 5447]",1,2,True
1173,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1174,clean,Yes,Yes,True,bool,before,before,star,"[0, 35]",0,2,True
1175,partial,No,No,True,bool,unknown,unknown,ct,"[2070, 8400]",1,2,True
1176,bypassed,C,B,False,mc,after,after,star,[-1],0,0,True
1177,clean,C,C,True,mc,always_before,always_before,bf,"[1005, 4889]",0,2,True
1178,bypassed,D,B,False,mc,always_before,always_before,star,[-1],1,2,True
1179,bypassed,No,No,True,bool,always_before,always_before,ct,[-1],0,0,True
1180,bypassed,A,A,True,mc,always_after,always_after,agqa,[-1],0,0,True
1181,bypassed,No,Yes,False,bool,unknown,unknown,star,[-1],0,0,True
1182,partial,D,D,True,mc,since,since,agqa,"[0, 19]",1,2,True
1183,partial,B,D,False,mc,since,since,star,"[0, 37]",1,2,True
1184,clean,C,C,True,mc,always_before,always_before,bf,"[1065, 1349]",0,2,True
1185,bypassed,D,D,True,mc,unknown,unknown,star,[-1],0,0,True
1186,clean,No,No,True,bool,immediately_after,after,ct,"[4020, 4559]",0,2,True
1187,clean,Yes,Yes,True,bool,after,after,star,"[0, 18]",0,2,True
1188,partial,A,A,True,mc,since,since,agqa,"[0, 47]",1,2,True
1189,clean,C,B,False,mc,always_before,always_before,bf,"[900, 1485]",0,2,True
1190,bypassed,No,Yes,False,bool,in_turn_occurs,in_turn_occurs,ct,[-1],0,0,True
1191,bypassed,No,Yes,False,bool,always_after,always_after,star,[-1],1,2,True
1192,partial,D,D,True,mc,after,after,star,"[24, 96]",1,2,True
1193,clean,D,D,True,mc,always_before,always_before,bf,"[630, 944]",0,2,True
1194,clean,B,B,True,mc,always_before,always_before,bf,"[90, 900]",0,2,True
1195,clean,A,A,True,mc,in_turn_occurs,in_turn_occurs,agqa,"[0, 35]",0,2,True
1196,clean,B,C,False,mc,always_before,always_before,bf,"[0, 329]",0,2,True
1197,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,star,"[0, 65]",0,2,True
1198,bypassed,D,D,True,mc,unknown,unknown,star,[-1],0,0,True
1199,partial,D,A,False,mc,immediately_after,after,star,"[0, 60]",1,2,True
1200,bypassed,A,A,True,mc,until,until,star,[-1],0,0,True
1201,partial,No,No,True,bool,unknown,unknown,agqa,"[0, 27]",1,2,True
1202,clean,No,No,True,bool,immediately_after,after,bf,"[2895, 3254]",0,2,True
1203,clean,Yes,Yes,True,bool,before,before,ct,"[5340, 7439]",0,2,True
1204,partial,C,C,True,mc,after,after,star,"[0, 24]",1,2,True
1205,partial,D,D,True,mc,since,since,star,"[0, 48]",1,2,True
1206,bypassed,A,C,False,mc,always_after,always_after,agqa,[-1],0,0,True
1207,partial,Yes,Yes,True,bool,since,since,star,"[0, 25]",1,2,True
1208,partial,C,C,True,mc,since,since,star,"[0, 24]",1,2,True
1209,clean,C,C,True,mc,always_before,always_before,ct,"[11191, 12478]",0,2,True
1210,bypassed,C,C,True,mc,since,since,agqa,[-1],0,0,True
1211,clean,B,B,True,mc,always_before,always_before,bf,"[510, 2400]",0,2,True
1212,clean,Yes,No,False,bool,unknown,unknown,star,"[0, 35]",0,2,True
1213,clean,Yes,Yes,True,bool,always_after,always_after,star,"[0, 24]",0,2,True
1214,bypassed,C,C,True,mc,unknown,unknown,star,[-1],0,0,True
1215,clean,B,C,False,mc,always_before,always_before,agqa,"[0, 24]",0,2,True
1216,partial,Yes,No,False,bool,unknown,unknown,bf,"[15, 4577]",1,2,True
1217,clean,Yes,Yes,True,bool,after,after,agqa,"[0, 24]",0,2,True
1218,partial,A,A,True,mc,always_after,always_after,star,"[24, 59]",1,2,True
1219,clean,C,C,True,mc,always_before,always_before,bf,"[0, 75]",0,2,True
1220,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
1221,clean,D,D,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 34]",0,2,True
1222,clean,A,A,True,mc,always_before,always_before,bf,"[0, 720]",0,2,True
1223,clean,No,No,True,bool,always_before,always_before,star,"[0, 25]",0,2,True
1224,clean,D,D,True,mc,always_before,always_before,bf,"[450, 1079]",0,2,True
1225,partial,B,B,True,mc,after,after,star,"[0, 96]",1,2,True
1226,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 28]",1,2,True
1227,bypassed,Yes,Yes,True,bool,until,until,star,[-1],1,2,True
1228,clean,No,Yes,False,bool,after,after,bf,"[0, 555]",0,2,True
1229,partial,Yes,Yes,True,bool,after,after,star,"[0, 19]",1,2,True
1230,clean,D,D,True,mc,always_before,always_before,bf,"[525, 705]",0,2,True
1231,clean,D,D,True,mc,in_turn_occurs,in_turn_occurs,ct,"[9091, 10558]",0,2,True
1232,clean,A,B,False,mc,in_turn_occurs,in_turn_occurs,agqa,"[0, 51]",0,2,True
1233,partial,C,C,True,mc,while,during,star,"[0, 37]",1,2,True
1234,clean,No,No,True,bool,always_before,always_before,bf,"[0, 89]",0,2,True
1235,partial,D,C,False,mc,immediately_after,after,agqa,"[0, 18]",1,2,True
1236,clean,Yes,Yes,True,bool,always_before,always_before,agqa,"[0, 25]",0,2,True
1237,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[5401, 5849]",0,2,True
1238,clean,Yes,Yes,True,bool,unknown,unknown,star,"[24, 24]",0,2,True
1239,bypassed,A,A,True,mc,unknown,unknown,star,[-1],0,0,True
1240,clean,No,Yes,False,bool,after,after,star,"[0, 59]",0,2,True
1241,clean,B,B,True,mc,always_before,always_before,bf,"[435, 615]",0,2,True
1242,clean,A,A,True,mc,always_before,always_before,bf,"[1965, 2414]",0,2,True
1243,bypassed,A,A,True,mc,immediately_after,after,star,[-1],0,0,True
1244,clean,C,C,True,mc,always_before,always_before,bf,"[750, 1469]",0,2,True
1245,partial,Yes,Yes,True,bool,always_after,always_after,ct,"[4080, 11790]",1,2,True
1246,partial,Yes,No,False,bool,unknown,unknown,bf,"[1, 4394]",1,2,True
1247,partial,B,B,True,mc,after,after,ct,"[0, 15941]",1,2,True
1248,clean,C,C,True,mc,always_before,always_before,bf,"[915, 1589]",0,2,True
1249,clean,D,D,True,mc,in_turn_occurs,in_turn_occurs,ct,"[7261, 8128]",0,2,True
1250,clean,Yes,Yes,True,bool,after,after,agqa,"[0, 52]",0,2,True
1251,clean,No,No,True,bool,always_before,always_before,ct,"[6270, 8099]",0,2,True
1252,bypassed,No,Yes,False,bool,before,before,agqa,[-1],1,2,True
1253,partial,C,C,True,mc,before,before,ct,"[481, 14459]",1,2,True
1254,clean,D,D,True,mc,always_before,always_before,bf,"[0, 763]",0,2,True
1255,partial,A,C,False,mc,while,during,star,"[0, 33]",1,2,True
1256,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1257,bypassed,C,D,False,mc,before,before,star,[-1],0,0,True
1258,partial,A,D,False,mc,immediately_after,after,star,"[0, 26]",1,2,True
1259,bypassed,No,No,True,bool,always_after,always_after,star,[-1],1,2,True
1260,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1261,clean,B,C,False,mc,always_before,always_before,bf,"[0, 779]",0,2,True
1262,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],0,0,True
1263,bypassed,No,No,True,bool,until,until,ct,[-1],0,2,True
1264,partial,A,A,True,mc,before,before,star,"[0, 34]",1,2,True
1265,clean,A,A,True,mc,in_turn_occurs,in_turn_occurs,ct,"[7621, 8578]",0,2,True
1266,partial,B,B,True,mc,after,after,ct,"[4651, 13409]",1,2,True
1267,bypassed,No,No,True,bool,always_after,always_after,star,[-1],1,2,True
1268,partial,A,A,True,mc,after,after,star,"[0, 49]",1,2,True
1269,clean,B,B,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 25]",0,2,True
1270,partial,A,A,True,mc,before,before,ct,"[570, 7620]",1,2,True
1271,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[70, 4779]",1,2,True
1272,bypassed,A,A,True,mc,unknown,unknown,star,[-1],0,0,True
1273,clean,Yes,Yes,True,bool,unknown,unknown,star,"[0, 35]",0,2,True
1274,partial,B,B,True,mc,before,before,star,"[0, 47]",1,2,True
1275,partial,B,B,True,mc,always_before,always_before,bf,"[0, 1050]",1,2,True
1276,clean,Yes,Yes,True,bool,always_before,always_before,agqa,"[0, 44]",0,2,True
1277,bypassed,B,B,True,mc,while,during,star,[-1],0,0,True
1278,clean,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 13]",0,2,True
1279,clean,D,A,False,mc,always_before,always_before,bf,"[150, 540]",0,2,True
1280,clean,No,No,True,bool,always_after,always_after,bf,"[270, 989]",0,2,True
1281,partial,D,D,True,mc,immediately_after,after,star,"[0, 32]",1,2,True
1282,partial,B,B,True,mc,while,during,star,"[0, 45]",1,2,True
1283,bypassed,D,B,False,mc,unknown,unknown,agqa,[-1],0,0,True
1284,bypassed,D,B,False,mc,until,until,star,[-1],0,0,True
1285,partial,A,B,False,mc,after,after,star,"[0, 20]",1,2,True
1286,partial,B,B,True,mc,unknown,unknown,ct,"[3691, 8399]",1,2,True
1287,clean,B,D,False,mc,always_before,always_before,bf,"[180, 420]",0,2,True
1288,bypassed,B,B,True,mc,until,until,ct,[-1],0,0,True
1289,partial,C,C,True,mc,after,after,star,"[0, 33]",1,2,True
1290,clean,A,A,True,mc,always_before,always_before,bf,"[0, 525]",0,2,True
1291,bypassed,C,C,True,mc,unknown,unknown,star,[-1],0,0,True
1292,clean,C,C,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 47]",0,2,True
1293,partial,C,D,False,mc,in_turn_occurs,in_turn_occurs,agqa,"[0, 35]",1,2,True
1294,clean,A,A,True,mc,always_before,always_before,bf,"[1261, 1469]",0,2,True
1295,partial,B,B,True,mc,unknown,unknown,agqa,"[0, 23]",1,2,True
1296,clean,D,D,True,mc,always_before,always_before,bf,"[660, 1334]",0,2,True
1297,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 29]",1,2,True
1298,clean,D,C,False,mc,always_before,always_before,bf,"[945, 1364]",0,2,True
1299,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,star,"[0, 25]",0,2,True
1300,bypassed,Yes,No,False,bool,always_before,always_before,star,[-1],1,2,True
1301,bypassed,A,A,True,mc,unknown,unknown,ct,[-1],0,0,True
1302,partial,C,D,False,mc,until,until,star,"[0, 39]",1,2,True
1303,clean,C,C,True,mc,always_before,always_before,bf,"[406, 1183]",0,2,True
1304,bypassed,No,No,True,bool,immediately_after,after,bf,[-1],0,2,True
1305,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
1306,partial,No,No,True,bool,unknown,unknown,ct,"[142, 6122]",1,2,True
1307,clean,No,No,True,bool,always_before,always_before,ct,"[30, 1379]",0,2,True
1308,bypassed,D,D,True,mc,always_before,always_before,star,[-1],0,0,True
1309,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
1310,partial,Yes,No,False,bool,unknown,unknown,star,"[24, 24]",1,2,True
1311,clean,A,A,True,mc,in_turn_occurs,in_turn_occurs,ct,"[181, 509]",0,2,True
1312,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
1313,clean,B,B,True,mc,always_before,always_before,bf,"[2460, 2864]",0,2,True
1314,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
1315,partial,A,A,True,mc,always_before,always_before,bf,"[555, 615]",1,2,True
1316,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,ct,"[9937, 10343]",0,2,True
1317,bypassed,Yes,Yes,True,bool,unknown,unknown,bf,[-1],0,0,True
1318,clean,C,C,True,mc,always_before,always_before,star,"[0, 44]",0,2,True
1319,clean,C,C,True,mc,always_before,always_before,bf,"[0, 509]",0,2,True
1320,bypassed,B,B,True,mc,unknown,unknown,star,[-1],0,0,True
1321,clean,No,Yes,False,bool,until,until,agqa,"[0, 29]",0,2,True
1322,partial,A,A,True,mc,always_before,always_before,star,"[0, 16]",1,2,True
1323,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 28]",1,2,True
1324,clean,A,A,True,mc,always_before,always_before,bf,"[480, 2024]",0,2,True
1325,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[24, 24]",1,2,True
1326,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],0,0,True
1327,clean,Yes,No,False,bool,immediately_after,after,agqa,"[0, 38]",0,2,True
1328,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1329,bypassed,Yes,Yes,True,bool,always_before,always_before,star,[-1],1,2,True
1330,clean,A,C,False,mc,always_before,always_before,bf,"[601, 1064]",0,2,True
1331,bypassed,D,D,True,mc,unknown,unknown,star,[-1],0,0,True
1332,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 33]",1,2,True
1333,bypassed,No,No,True,bool,immediately_after,after,star,[-1],0,0,True
1334,clean,Yes,No,False,bool,always_before,always_before,ct,"[9781, 10499]",0,2,True
1335,clean,No,No,True,bool,until,until,agqa,"[0, 29]",0,2,True
1336,clean,No,No,True,bool,always_before,always_before,bf,"[2220, 2504]",0,2,True
1337,bypassed,C,C,True,mc,until,until,star,[-1],0,0,True
1338,partial,D,B,False,mc,always_before,always_before,ct,"[4862, 10490]",1,2,True
1339,partial,B,B,True,mc,always_before,always_before,star,"[0, 49]",1,2,True
1340,bypassed,C,A,False,mc,unknown,unknown,agqa,[-1],0,0,True
1341,clean,C,C,True,mc,always_before,always_before,star,"[0, 27]",0,2,True
1342,clean,D,D,True,mc,always_before,always_before,bf,"[0, 1394]",0,2,True
1343,bypassed,No,No,True,bool,until,until,ct,[-1],0,2,True
1344,partial,C,C,True,mc,unknown,unknown,star,"[0, 52]",1,2,True
1345,clean,D,D,True,mc,always_before,always_before,bf,"[0, 854]",0,2,True
1346,clean,No,No,True,bool,unknown,unknown,agqa,"[0, 24]",0,2,True
1347,bypassed,A,A,True,mc,unknown,unknown,star,[-1],0,0,True
1348,clean,C,C,True,mc,in_turn_occurs,in_turn_occurs,ct,"[1465, 2014]",0,2,True
1349,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[8821, 9209]",0,2,True
1350,clean,B,C,False,mc,in_turn_occurs,in_turn_occurs,star,"[0, 43]",0,2,True
1351,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 0]",1,2,True
1352,bypassed,B,B,True,mc,unknown,unknown,ct,[-1],0,0,True
1353,partial,D,D,True,mc,while,during,agqa,"[0, 50]",1,2,True
1354,clean,C,D,False,mc,always_before,always_before,ct,"[3421, 4349]",0,2,True
1355,partial,A,A,True,mc,when,when,star,"[0, 25]",1,2,True
1356,bypassed,Yes,Yes,True,bool,unknown,unknown,bf,[-1],0,0,True
1357,bypassed,A,A,True,mc,always_after,always_after,agqa,[-1],0,0,True
1358,partial,D,D,True,mc,before,before,star,"[0, 25]",1,2,True
1359,clean,No,No,True,bool,since,since,star,"[0, 27]",0,2,True
1360,partial,B,B,True,mc,always_before,always_before,ct,"[0, 3449]",1,2,True
1361,clean,No,No,True,bool,always_before,always_before,ct,"[1771, 2789]",0,2,True
1362,clean,C,C,True,mc,always_before,always_before,ct,"[600, 1170]",0,2,True
1363,bypassed,A,C,False,mc,after,after,star,[-1],0,0,True
1364,clean,C,A,False,mc,always_before,always_before,bf,"[0, 269]",0,2,True
1365,bypassed,B,B,True,mc,unknown,unknown,agqa,[-1],0,0,True
1366,partial,Yes,Yes,True,bool,immediately_after,after,agqa,"[0, 34]",1,2,True
1367,clean,C,D,False,mc,always_before,always_before,bf,"[810, 1964]",0,2,True
1368,clean,C,C,True,mc,always_before,always_before,bf,"[195, 644]",0,2,True
1369,partial,A,A,True,mc,immediately_after,after,star,"[24, 51]",1,2,True
1370,bypassed,A,D,False,mc,unknown,unknown,ct,[-1],0,0,True
1371,bypassed,D,D,True,mc,in_turn_occurs,in_turn_occurs,agqa,[-1],1,2,True
1372,clean,Yes,Yes,True,bool,before,before,ct,"[631, 1408]",0,2,True
1373,partial,A,D,False,mc,after,after,star,"[0, 34]",1,2,True
1374,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],1,2,True
1375,bypassed,A,A,True,mc,unknown,unknown,ct,[-1],0,0,True
1376,bypassed,C,C,True,mc,unknown,unknown,star,[-1],0,0,True
1377,partial,No,Yes,False,bool,unknown,unknown,ct,"[0, 8283]",1,2,True
1378,bypassed,No,Yes,False,bool,before,before,agqa,[-1],0,0,True
1379,clean,C,C,True,mc,always_before,always_before,bf,"[2505, 2924]",0,2,True
1380,partial,D,A,False,mc,before,before,agqa,"[0, 43]",1,2,True
1381,clean,No,No,True,bool,until,until,ct,"[4201, 4709]",0,2,True
1382,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
1383,clean,A,A,True,mc,always_before,always_before,bf,"[2295, 2609]",0,2,True
1384,partial,D,A,False,mc,until,until,agqa,"[0, 47]",1,2,True
1385,bypassed,C,C,True,mc,before,before,star,[-1],0,0,True
1386,partial,B,B,True,mc,when,when,star,"[0, 36]",1,2,True
1387,bypassed,A,B,False,mc,unknown,unknown,agqa,[-1],0,0,True
1388,clean,Yes,Yes,True,bool,after,after,ct,"[931, 1229]",0,2,True
1389,partial,C,C,True,mc,unknown,unknown,ct,"[22, 8259]",1,2,True
1390,clean,C,C,True,mc,always_before,always_before,agqa,"[0, 46]",0,2,True
1391,clean,D,D,True,mc,always_before,always_before,bf,"[1245, 1904]",0,2,True
1392,bypassed,No,Yes,False,bool,unknown,unknown,ct,[-1],0,0,True
1393,partial,A,A,True,mc,immediately_after,after,star,"[24, 53]",1,2,True
1394,clean,Yes,Yes,True,bool,before,before,ct,"[4111, 5188]",0,2,True
1395,clean,No,No,True,bool,always_before,always_before,star,"[0, 46]",0,2,True
1396,bypassed,D,D,True,mc,before,before,star,[-1],0,0,True
1397,partial,A,A,True,mc,before,before,ct,"[481, 9899]",1,2,True
1398,clean,C,C,True,mc,always_before,always_before,bf,"[840, 1319]",0,2,True
1399,partial,C,A,False,mc,until,until,ct,"[264, 1032]",1,2,True
1400,clean,No,Yes,False,bool,until,until,agqa,"[0, 29]",0,2,True
1401,clean,C,C,True,mc,always_before,always_before,bf,"[255, 644]",0,2,True
1402,bypassed,A,A,True,mc,unknown,unknown,agqa,[-1],0,0,True
1403,clean,D,D,True,mc,always_before,always_before,bf,"[0, 555]",0,2,True
1404,clean,A,B,False,mc,always_before,always_before,bf,"[600, 810]",0,2,True
1405,bypassed,B,C,False,mc,when,when,star,[-1],0,0,True
1406,bypassed,C,C,True,mc,unknown,unknown,star,[-1],0,0,True
