question_id,sub1_baseline_answer,sub5b_paper_faithful_fix2_answer,same_answer,proxy_label,mode,operator_guess,source_dataset,video_id,duration_seconds,duration_bucket,foi,foi_status,foi_seconds,nsvs_indices_any_empty,nsvs_indices_empty_count,foi_suspicious_reasons,retrieval_quality_bucket
1743,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,star,star_XRWBL.mp4,0.32,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1744,A,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P50_webcam01_P50_pancake.mp4,327.867,>60s,"[570, 1859]",non_minus1,86.0,False,0,,disagree_foi_clean
1748,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_before,ct,ct_MFBRywf8PEM.mp4,71.967,>60s,"[360, 929]",non_minus1,19.0,False,0,,disagree_foi_clean
1761,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_by4pdbsi6zQ.mp4,220.321,>60s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1762,D,A,False,sub1_baseline_preferred_proxy,mc,while,star,star_ZD3GI.mp4,2.16,2-10s,"[0, 53]",non_minus1,2.16,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1763,A,D,False,sub1_baseline_preferred_proxy,mc,unknown,star,star_Q7YXN.mp4,1.12,<2s,"[0, 27]",non_minus1,1.12,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1765,C,D,False,sub1_baseline_preferred_proxy,mc,before,star,star_RH2YW.mp4,1.48,<2s,"[0, 36]",non_minus1,1.48,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1766,D,B,False,sub1_baseline_preferred_proxy,mc,unknown,ct,ct_rqI4Tkt26r8.mp4,316.817,>60s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1769,C,B,False,sub1_baseline_preferred_proxy,mc,always_after,agqa,agqa_4WYQ5.mp4,0.96,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1781,D,B,False,sub1_baseline_preferred_proxy,mc,while,agqa,agqa_JOPGB.mp4,1.92,<2s,"[0, 47]",non_minus1,1.92,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1785,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P38_webcam01_P38_scrambledegg.mp4,230.067,>60s,"[420, 675]",non_minus1,17.067,False,0,,disagree_foi_clean
1797,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_after,ct,ct_acv7fT-sD9c.mp4,326.32,>60s,"[1053, 5065]",non_minus1,160.52,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1798,A,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P26_webcam02_P26_friedegg.mp4,209.8,>60s,"[285, 659]",non_minus1,25.0,False,0,,disagree_foi_clean
1804,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_after,star,star_HJ4B1.mp4,1.92,<2s,"[0, 47]",non_minus1,1.92,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1808,B,D,False,sub1_baseline_preferred_proxy,mc,immediately_after,star,star_UVRMR.mp4,2.04,2-10s,"[0, 50]",non_minus1,2.04,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1809,No,Yes,False,sub1_baseline_preferred_proxy,bool,immediately_after,star,star_1SLTT.mp4,0.56,<2s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
1810,Yes,No,False,sub1_baseline_preferred_proxy,bool,always_after,star,star_HJ4B1.mp4,1.92,<2s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
1814,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P53_cam02_P53_cereals.mp4,56.6,10-60s,"[241, 478]",non_minus1,15.885,False,0,,disagree_foi_clean
1815,A,D,False,sub1_baseline_preferred_proxy,mc,immediately_after,agqa,agqa_ISTQI.mp4,1.76,<2s,"[0, 43]",non_minus1,1.76,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1819,C,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P50_webcam01_P50_pancake.mp4,327.867,>60s,"[840, 4917]",non_minus1,271.867,False,0,,disagree_foi_clean
1821,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,agqa,agqa_BRLNM.mp4,0.76,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1831,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P13_webcam01_P13_pancake.mp4,296.0,>60s,"[0, 254]",non_minus1,17.008,False,0,,disagree_foi_clean
1837,B,C,False,sub1_baseline_preferred_proxy,mc,since,star,star_V25D1.mp4,1.52,<2s,"[0, 24]",non_minus1,1.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1841,D,B,False,sub1_baseline_preferred_proxy,mc,in_turn_occurs,ct,ct_Te8OIEBo3WI.mp4,184.72,>60s,"[3019, 3505]",non_minus1,19.48,False,0,,disagree_foi_clean
1847,B,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P07_webcam01_P07_friedegg.mp4,199.267,>60s,"[885, 1154]",non_minus1,18.0,False,0,,disagree_foi_clean
1861,B,A,False,sub1_baseline_preferred_proxy,mc,until,ct,ct_q-zvR4ibs8Q.mp4,336.169,>60s,"[1171, 8969]",non_minus1,260.227,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1865,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_x-7J315MKY0.mp4,181.92,>60s,"[46, 3602]",non_minus1,142.28,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1870,B,C,False,sub1_baseline_preferred_proxy,mc,always_before,star,star_FUT86.mp4,2.8,2-10s,"[0, 49]",non_minus1,2.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1887,Yes,No,False,sub1_baseline_preferred_proxy,bool,until,ct,ct_gV8zPFoE5BI.mp4,233.985,>60s,"[3409, 5302]",non_minus1,78.982,False,0,,disagree_foi_clean
1888,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P07_webcam01_P07_friedegg.mp4,199.267,>60s,"[2340, 2684]",non_minus1,23.0,False,0,,disagree_foi_clean
1892,A,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P46_cam01_P46_pancake.mp4,361.2,>60s,"[390, 1124]",non_minus1,49.0,False,0,,disagree_foi_clean
1895,A,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P51_webcam01_P51_friedegg.mp4,194.2,>60s,"[105, 374]",non_minus1,18.0,False,0,,disagree_foi_clean
1898,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,star,star_YQCYJ.mp4,1.52,<2s,"[0, 37]",non_minus1,1.52,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1899,B,D,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P43_cam01_P43_friedegg.mp4,172.267,>60s,"[0, 389]",non_minus1,26.0,False,0,,disagree_foi_clean
1907,D,C,False,sub1_baseline_preferred_proxy,mc,unknown,ct,ct_oEzSIGUiqko.mp4,216.96,>60s,"[454, 3531]",non_minus1,123.12,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1911,B,A,False,sub1_baseline_preferred_proxy,mc,before,ct,ct_rUo6VC9HxJ8.mp4,72.2,>60s,"[0, 1860]",non_minus1,62.033,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1916,No,Yes,False,sub1_baseline_preferred_proxy,bool,immediately_after,agqa,agqa_IKQLJ.mp4,2.32,2-10s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1918,A,D,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_DPLMM.mp4,2.0,2-10s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1920,B,C,False,sub1_baseline_preferred_proxy,mc,always_before,ct,ct_WyQaPT6pDyo.mp4,313.947,>60s,"[12121, 14638]",non_minus1,42.009,False,0,,disagree_foi_clean
1925,D,B,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P07_webcam01_P07_friedegg.mp4,199.267,>60s,"[390, 719]",non_minus1,22.0,False,0,,disagree_foi_clean
1931,B,A,False,sub1_baseline_preferred_proxy,mc,unknown,agqa,agqa_J1EA0.mp4,0.36,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1934,B,A,False,sub1_baseline_preferred_proxy,mc,until,ct,ct_zlyrv-h97z8.mp4,563.363,>60s,"[2431, 2549]",non_minus1,3.971,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1939,Yes,No,False,sub1_baseline_preferred_proxy,bool,unknown,ct,ct_wvT8Abrvx6o.mp4,130.36,>60s,"[288, 2928]",non_minus1,105.64,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1942,B,C,False,sub1_baseline_preferred_proxy,mc,before,ct,ct_Fsosc3B0Agw.mp4,195.24,>60s,"[781, 4109]",non_minus1,111.275,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1954,D,C,False,sub1_baseline_preferred_proxy,mc,before,star,star_U1BQ0.mp4,2.6,2-10s,"[0, 49]",non_minus1,2.0,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1960,C,B,False,sub1_baseline_preferred_proxy,mc,immediately_after,star,star_G7K5A.mp4,2.24,2-10s,"[0, 55]",non_minus1,2.24,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1962,No,Yes,False,sub1_baseline_preferred_proxy,bool,always_after,ct,ct_zNATLBjtogw.mp4,451.451,>60s,"[9301, 10198]",non_minus1,29.963,False,0,,disagree_foi_clean
1964,C,A,False,sub1_baseline_preferred_proxy,mc,before,ct,ct_JDVujgjtkPI.mp4,381.248,>60s,"[331, 9899]",non_minus1,319.286,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1974,A,D,False,sub1_baseline_preferred_proxy,mc,since,star,star_83XF0.mp4,1.08,<2s,"[0, 26]",non_minus1,1.08,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1975,No,Yes,False,sub1_baseline_preferred_proxy,bool,unknown,agqa,agqa_2UQKZ.mp4,1.04,<2s,[-1],-1,,False,0,foi_minus_one;missing_nsvs_indices,disagree_foi_suspicious
1981,D,C,False,sub1_baseline_preferred_proxy,mc,always_before,bf,bf_P19_cam01_P19_pancake.mp4,263.6,>60s,"[585, 1964]",non_minus1,92.0,False,0,,disagree_foi_clean
1983,No,Yes,False,sub1_baseline_preferred_proxy,bool,in_turn_occurs,bf,bf_P03_cam01_P03_friedegg.mp4,284.533,>60s,"[1830, 2864]",non_minus1,69.0,False,0,,disagree_foi_clean
1985,A,C,False,sub1_baseline_preferred_proxy,mc,until,agqa,agqa_UUX4G.mp4,1.12,<2s,"[0, 25]",non_minus1,1.04,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1987,B,A,False,sub1_baseline_preferred_proxy,mc,while,agqa,agqa_JOMFO.mp4,1.52,<2s,"[0, 37]",non_minus1,1.52,True,1,empty_nsvs_indices_array,disagree_foi_suspicious
1991,No,Yes,False,sub1_baseline_preferred_proxy,bool,since,agqa,agqa_APLZS.mp4,1.8,<2s,[-1],-1,,True,1,foi_minus_one;empty_nsvs_indices_array,disagree_foi_suspicious
